날짜,위치,업종,매출
201901,경기,연료,622054
201902,경기,연료,537733
201903,경기,연료,622920
201904,경기,연료,630753
201905,경기,연료,695330
201906,경기,연료,669408
201907,경기,연료,675253
201908,경기,연료,716028
201909,경기,연료,662313
201910,경기,연료,704896
201911,경기,연료,707181
201912,경기,연료,712361
202001,경기,연료,684302
202002,경기,연료,601690
202003,경기,연료,590477
202004,경기,연료,545394
201901,경기,가구/가전,222630
201902,경기,가구/가전,213977
201903,경기,가구/가전,273316
201904,경기,가구/가전,239660
201905,경기,가구/가전,256659
201906,경기,가구/가전,228182
201907,경기,가구/가전,244405
201908,경기,가구/가전,238283
201909,경기,가구/가전,213626
201910,경기,가구/가전,220033
201911,경기,가구/가전,223896
201912,경기,가구/가전,216930
202001,경기,가구/가전,219144
202002,경기,가구/가전,223704
202003,경기,가구/가전,240298
202004,경기,가구/가전,238996
201901,경기,가구,78571
201902,경기,가구,76531
201903,경기,가구,88831
201904,경기,가구,78884
201905,경기,가구,74430
201906,경기,가구,77200
201907,경기,가구,77765
201908,경기,가구,81990
201909,경기,가구,78398
201910,경기,가구,82185
201911,경기,가구,72047
201912,경기,가구,85181
202001,경기,가구,78704
202002,경기,가구,80858
202003,경기,가구,86158
202004,경기,가구,88269
201901,경기,가전제품/정보통신기기,144059
201902,경기,가전제품/정보통신기기,137447
201903,경기,가전제품/정보통신기기,184485
201904,경기,가전제품/정보통신기기,160776
201905,경기,가전제품/정보통신기기,182229
201906,경기,가전제품/정보통신기기,150982
201907,경기,가전제품/정보통신기기,166640
201908,경기,가전제품/정보통신기기,156292
201909,경기,가전제품/정보통신기기,135227
201910,경기,가전제품/정보통신기기,137848
201911,경기,가전제품/정보통신기기,151850
201912,경기,가전제품/정보통신기기,131749
202001,경기,가전제품/정보통신기기,140440
202002,경기,가전제품/정보통신기기,142845
202003,경기,가전제품/정보통신기기,154140
202004,경기,가전제품/정보통신기기,150727
201901,경기,의료/보건,747690
201902,경기,의료/보건,636486
201903,경기,의료/보건,735098
201904,경기,의료/보건,710716
201905,경기,의료/보건,735979
201906,경기,의료/보건,713002
201907,경기,의료/보건,732277
201908,경기,의료/보건,743521
201909,경기,의료/보건,670274
201910,경기,의료/보건,774100
201911,경기,의료/보건,761124
201912,경기,의료/보건,772510
202001,경기,의료/보건,771748
202002,경기,의료/보건,724292
202003,경기,의료/보건,663790
202004,경기,의료/보건,709108
201901,경기,종합병원,135697
201902,경기,종합병원,111323
201903,경기,종합병원,129280
201904,경기,종합병원,126929
201905,경기,종합병원,131676
201906,경기,종합병원,125957
201907,경기,종합병원,134326
201908,경기,종합병원,134762
201909,경기,종합병원,119065
201910,경기,종합병원,129944
201911,경기,종합병원,131168
201912,경기,종합병원,134288
202001,경기,종합병원,133992
202002,경기,종합병원,114837
202003,경기,종합병원,101853
202004,경기,종합병원,107820
201901,경기,일반병의원/기타의료기관,611993
201902,경기,일반병의원/기타의료기관,525162
201903,경기,일반병의원/기타의료기관,605818
201904,경기,일반병의원/기타의료기관,583786
201905,경기,일반병의원/기타의료기관,604303
201906,경기,일반병의원/기타의료기관,587046
201907,경기,일반병의원/기타의료기관,597951
201908,경기,일반병의원/기타의료기관,608759
201909,경기,일반병의원/기타의료기관,551209
201910,경기,일반병의원/기타의료기관,644156
201911,경기,일반병의원/기타의료기관,629956
201912,경기,일반병의원/기타의료기관,638222
202001,경기,일반병의원/기타의료기관,637757
202002,경기,일반병의원/기타의료기관,609455
202003,경기,일반병의원/기타의료기관,561938
202004,경기,일반병의원/기타의료기관,601288
201901,경기,자동차,621090
201902,경기,자동차,564110
201903,경기,자동차,733024
201904,경기,자동차,658992
201905,경기,자동차,628462
201906,경기,자동차,578391
201907,경기,자동차,610414
201908,경기,자동차,611861
201909,경기,자동차,556978
201910,경기,자동차,574173
201911,경기,자동차,586243
201912,경기,자동차,643838
202001,경기,자동차,498093
202002,경기,자동차,428958
202003,경기,자동차,595594
202004,경기,자동차,676823
201901,경기,국산자동차신품,433699
201902,경기,국산자동차신품,406364
201903,경기,국산자동차신품,534413
201904,경기,국산자동차신품,470300
201905,경기,국산자동차신품,416605
201906,경기,국산자동차신품,378424
201907,경기,국산자동차신품,409980
201908,경기,국산자동차신품,399970
201909,경기,국산자동차신품,371907
201910,경기,국산자동차신품,365628
201911,경기,국산자동차신품,370778
201912,경기,국산자동차신품,436915
202001,경기,국산자동차신품,320372
202002,경기,국산자동차신품,254001
202003,경기,국산자동차신품,412210
202004,경기,국산자동차신품,476168
201901,경기,기타운송수단,21995
201902,경기,기타운송수단,21896
201903,경기,기타운송수단,27613
201904,경기,기타운송수단,26346
201905,경기,기타운송수단,28993
201906,경기,기타운송수단,27837
201907,경기,기타운송수단,25930
201908,경기,기타운송수단,25705
201909,경기,기타운송수단,23794
201910,경기,기타운송수단,24928
201911,경기,기타운송수단,25043
201912,경기,기타운송수단,23606
202001,경기,기타운송수단,17975
202002,경기,기타운송수단,22208
202003,경기,기타운송수단,26799
202004,경기,기타운송수단,33991
201901,경기,자동차 부품 및 정비,165396
201902,경기,자동차 부품 및 정비,135849
201903,경기,자동차 부품 및 정비,170998
201904,경기,자동차 부품 및 정비,162346
201905,경기,자동차 부품 및 정비,182864
201906,경기,자동차 부품 및 정비,172130
201907,경기,자동차 부품 및 정비,174504
201908,경기,자동차 부품 및 정비,186186
201909,경기,자동차 부품 및 정비,161278
201910,경기,자동차 부품 및 정비,183617
201911,경기,자동차 부품 및 정비,190422
201912,경기,자동차 부품 및 정비,183317
202001,경기,자동차 부품 및 정비,159746
202002,경기,자동차 부품 및 정비,152749
202003,경기,자동차 부품 및 정비,156585
202004,경기,자동차 부품 및 정비,166664
201901,경기,여행/교통,29733
201902,경기,여행/교통,29950
201903,경기,여행/교통,28099
201904,경기,여행/교통,32600
201905,경기,여행/교통,31868
201906,경기,여행/교통,30765
201907,경기,여행/교통,41291
201908,경기,여행/교통,45163
201909,경기,여행/교통,38950
201910,경기,여행/교통,45885
201911,경기,여행/교통,47528
201912,경기,여행/교통,45340
202001,경기,여행/교통,44502
202002,경기,여행/교통,38790
202003,경기,여행/교통,29042
202004,경기,여행/교통,33052
201901,경기,여행사/자동차임대,8379
201902,경기,여행사/자동차임대,8103
201903,경기,여행사/자동차임대,8795
201904,경기,여행사/자동차임대,8889
201905,경기,여행사/자동차임대,9690
201906,경기,여행사/자동차임대,9593
201907,경기,여행사/자동차임대,9549
201908,경기,여행사/자동차임대,10092
201909,경기,여행사/자동차임대,10224
201910,경기,여행사/자동차임대,11291
201911,경기,여행사/자동차임대,10561
201912,경기,여행사/자동차임대,10822
202001,경기,여행사/자동차임대,11197
202002,경기,여행사/자동차임대,11345
202003,경기,여행사/자동차임대,11017
202004,경기,여행사/자동차임대,11468
201901,경기,항공사,868
201902,경기,항공사,209
201903,경기,항공사,233
201904,경기,항공사,221
201905,경기,항공사,350
201906,경기,항공사,318
201907,경기,항공사,278
201908,경기,항공사,231
201909,경기,항공사,188
201910,경기,항공사,229
201911,경기,항공사,208
201912,경기,항공사,328
202001,경기,항공사,300
202002,경기,항공사,260
202003,경기,항공사,19
202004,경기,항공사,-6
201901,경기,대중교통,20486
201902,경기,대중교통,21639
201903,경기,대중교통,19071
201904,경기,대중교통,23490
201905,경기,대중교통,21828
201906,경기,대중교통,20854
201907,경기,대중교통,31465
201908,경기,대중교통,34840
201909,경기,대중교통,28538
201910,경기,대중교통,34365
201911,경기,대중교통,36759
201912,경기,대중교통,34190
202001,경기,대중교통,33004
202002,경기,대중교통,27186
202003,경기,대중교통,18006
202004,경기,대중교통,21590
201901,경기,오락/문화,284716
201902,경기,오락/문화,264915
201903,경기,오락/문화,380031
201904,경기,오락/문화,377880
201905,경기,오락/문화,413256
201906,경기,오락/문화,391309
201907,경기,오락/문화,380212
201908,경기,오락/문화,369563
201909,경기,오락/문화,363096
201910,경기,오락/문화,410563
201911,경기,오락/문화,374714
201912,경기,오락/문화,324816
202001,경기,오락/문화,293482
202002,경기,오락/문화,247613
202003,경기,오락/문화,281202
202004,경기,오락/문화,344298
201901,경기,스포츠/오락/여가,211754
201902,경기,스포츠/오락/여가,198443
201903,경기,스포츠/오락/여가,290493
201904,경기,스포츠/오락/여가,309367
201905,경기,스포츠/오락/여가,341902
201906,경기,스포츠/오락/여가,324485
201907,경기,스포츠/오락/여가,307631
201908,경기,스포츠/오락/여가,297147
201909,경기,스포츠/오락/여가,293188
201910,경기,스포츠/오락/여가,341924
201911,경기,스포츠/오락/여가,304419
201912,경기,스포츠/오락/여가,251432
202001,경기,스포츠/오락/여가,219355
202002,경기,스포츠/오락/여가,181847
202003,경기,스포츠/오락/여가,219501
202004,경기,스포츠/오락/여가,275841
201901,경기,서적/문구,72962
201902,경기,서적/문구,66471
201903,경기,서적/문구,89539
201904,경기,서적/문구,68514
201905,경기,서적/문구,71354
201906,경기,서적/문구,66823
201907,경기,서적/문구,72581
201908,경기,서적/문구,72416
201909,경기,서적/문구,69908
201910,경기,서적/문구,68639
201911,경기,서적/문구,70295
201912,경기,서적/문구,73383
202001,경기,서적/문구,74127
202002,경기,서적/문구,65767
202003,경기,서적/문구,61701
202004,경기,서적/문구,68457
201901,경기,교육,324192
201902,경기,교육,293641
201903,경기,교육,343357
201904,경기,교육,290170
201905,경기,교육,326749
201906,경기,교육,319583
201907,경기,교육,332156
201908,경기,교육,346571
201909,경기,교육,305980
201910,경기,교육,313045
201911,경기,교육,313888
201912,경기,교육,310746
202001,경기,교육,327376
202002,경기,교육,284447
202003,경기,교육,185201
202004,경기,교육,227923
201901,경기,숙박/음식,1193932
201902,경기,숙박/음식,1028041
201903,경기,숙박/음식,1223892
201904,경기,숙박/음식,1196248
201905,경기,숙박/음식,1311289
201906,경기,숙박/음식,1260640
201907,경기,숙박/음식,1303808
201908,경기,숙박/음식,1335662
201909,경기,숙박/음식,1175389
201910,경기,숙박/음식,1282530
201911,경기,숙박/음식,1196932
201912,경기,숙박/음식,1343134
202001,경기,숙박/음식,1192073
202002,경기,숙박/음식,995388
202003,경기,숙박/음식,992178
202004,경기,숙박/음식,1128606
201901,경기,공과금/개인 및 전문 서비스,663788
201902,경기,공과금/개인 및 전문 서비스,589875
201903,경기,공과금/개인 및 전문 서비스,629650
201904,경기,공과금/개인 및 전문 서비스,638508
201905,경기,공과금/개인 및 전문 서비스,646642
201906,경기,공과금/개인 및 전문 서비스,628934
201907,경기,공과금/개인 및 전문 서비스,657219
201908,경기,공과금/개인 및 전문 서비스,635999
201909,경기,공과금/개인 및 전문 서비스,623482
201910,경기,공과금/개인 및 전문 서비스,670541
201911,경기,공과금/개인 및 전문 서비스,648181
201912,경기,공과금/개인 및 전문 서비스,658133
202001,경기,공과금/개인 및 전문 서비스,668049
202002,경기,공과금/개인 및 전문 서비스,616403
202003,경기,공과금/개인 및 전문 서비스,613437
202004,경기,공과금/개인 및 전문 서비스,646661
201901,경기,금융/보험,4073
201902,경기,금융/보험,2429
201903,경기,금융/보험,2794
201904,경기,금융/보험,2936
201905,경기,금융/보험,2777
201906,경기,금융/보험,2858
201907,경기,금융/보험,3406
201908,경기,금융/보험,3180
201909,경기,금융/보험,3463
201910,경기,금융/보험,3267
201911,경기,금융/보험,3090
201912,경기,금융/보험,3552
202001,경기,금융/보험,3392
202002,경기,금융/보험,5051
202003,경기,금융/보험,4051
202004,경기,금융/보험,3664
201901,경기,기타,823736
201902,경기,기타,678774
201903,경기,기타,781016
201904,경기,기타,683969
201905,경기,기타,670137
201906,경기,기타,637939
201907,경기,기타,671892
201908,경기,기타,668660
201909,경기,기타,630726
201910,경기,기타,663608
201911,경기,기타,668157
201912,경기,기타,651807
202001,경기,기타,635587
202002,경기,기타,579403
202003,경기,기타,576214
202004,경기,기타,610831
201901,강원,합계,742793
201902,강원,합계,651032
201903,강원,합계,709566
201904,강원,합계,685241
201905,강원,합계,787211
201906,강원,합계,753867
201907,강원,합계,799966
201908,강원,합계,930940
201909,강원,합계,732556
201910,강원,합계,793399
201911,강원,합계,743174
201912,강원,합계,772376
202001,강원,합계,782617
202002,강원,합계,641657
202003,강원,합계,646454
202004,강원,합계,665540
201901,강원,종합소매,143665
201902,강원,종합소매,133517
201903,강원,종합소매,137742
201904,강원,종합소매,136931
201905,강원,종합소매,156304
201906,강원,종합소매,150894
201907,강원,종합소매,164094
201908,강원,종합소매,182040
201909,강원,종합소매,160763
201910,강원,종합소매,146995
201911,강원,종합소매,143624
201912,강원,종합소매,147872
202001,강원,종합소매,163429
202002,강원,종합소매,131477
202003,강원,종합소매,150470
202004,강원,종합소매,145257
201901,강원,백화점,5543
201902,강원,백화점,5393
201903,강원,백화점,6459
201904,강원,백화점,5578
201905,강원,백화점,6856
201906,강원,백화점,5205
201907,강원,백화점,5366
201908,강원,백화점,4729
201909,강원,백화점,6388
201910,강원,백화점,6703
201911,강원,백화점,7715
201912,강원,백화점,7882
202001,강원,백화점,5511
202002,강원,백화점,4103
202003,강원,백화점,3249
202004,강원,백화점,4446
201901,강원,대형마트/유통전문점,72621
201902,강원,대형마트/유통전문점,68750
201903,강원,대형마트/유통전문점,70885
201904,강원,대형마트/유통전문점,70031
201905,강원,대형마트/유통전문점,79481
201906,강원,대형마트/유통전문점,75042
201907,강원,대형마트/유통전문점,82063
201908,강원,대형마트/유통전문점,88436
201909,강원,대형마트/유통전문점,81689
201910,강원,대형마트/유통전문점,70692
201911,강원,대형마트/유통전문점,70613
201912,강원,대형마트/유통전문점,71903
202001,강원,대형마트/유통전문점,82914
202002,강원,대형마트/유통전문점,64025
202003,강원,대형마트/유통전문점,76430
202004,강원,대형마트/유통전문점,73314
201901,강원,슈퍼마켓,42314
201902,강원,슈퍼마켓,39195
201903,강원,슈퍼마켓,39560
201904,강원,슈퍼마켓,40010
201905,강원,슈퍼마켓,44946
201906,강원,슈퍼마켓,45546
201907,강원,슈퍼마켓,47561
201908,강원,슈퍼마켓,54912
201909,강원,슈퍼마켓,46657
201910,강원,슈퍼마켓,43436
201911,강원,슈퍼마켓,41999
201912,강원,슈퍼마켓,42425
202001,강원,슈퍼마켓,48858
202002,강원,슈퍼마켓,41383
202003,강원,슈퍼마켓,47911
202004,강원,슈퍼마켓,45242
201901,강원,편의점,23105
201902,강원,편의점,20140
201903,강원,편의점,20800
201904,강원,편의점,21274
201905,강원,편의점,24952
201906,강원,편의점,25058
201907,강원,편의점,29060
201908,강원,편의점,33922
201909,강원,편의점,26003
201910,강원,편의점,26140
201911,강원,편의점,23258
201912,강원,편의점,25633
202001,강원,편의점,26104
202002,강원,편의점,21939
202003,강원,편의점,22872
202004,강원,편의점,22249
201901,강원,면세점,83
201902,강원,면세점,39
201903,강원,면세점,38
201904,강원,면세점,38
201905,강원,면세점,71
201906,강원,면세점,42
201907,강원,면세점,44
201908,강원,면세점,41
201909,강원,면세점,27
201910,강원,면세점,25
201911,강원,면세점,39
201912,강원,면세점,29
202001,강원,면세점,42
202002,강원,면세점,27
202003,강원,면세점,9
202004,강원,면세점,6
201901,강원,전자상거래/통신판매,5986
201902,강원,전자상거래/통신판매,3619
201903,강원,전자상거래/통신판매,4053
201904,강원,전자상거래/통신판매,4384
201905,강원,전자상거래/통신판매,4165
201906,강원,전자상거래/통신판매,4045
201907,강원,전자상거래/통신판매,3884
201908,강원,전자상거래/통신판매,3848
201909,강원,전자상거래/통신판매,3475
201910,강원,전자상거래/통신판매,3998
201911,강원,전자상거래/통신판매,4421
201912,강원,전자상거래/통신판매,3828
202001,강원,전자상거래/통신판매,3832
202002,강원,전자상거래/통신판매,4287
202003,강원,전자상거래/통신판매,4189
202004,강원,전자상거래/통신판매,4835
201901,강원,식료품,32343
201902,강원,식료품,29204
201903,강원,식료품,25392
201904,강원,식료품,23908
201905,강원,식료품,29134
201906,강원,식료품,28264
201907,강원,식료품,28909
201908,강원,식료품,38411
201909,강원,식료품,36663
201910,강원,식료품,35131
201911,강원,식료품,29101
201912,강원,식료품,30329
202001,강원,식료품,40190
202002,강원,식료품,24109
202003,강원,식료품,26381
202004,강원,식료품,27002
201901,강원,일반식료품,30892
201902,강원,일반식료품,27844
201903,강원,일반식료품,24160
201904,강원,일반식료품,22774
201905,강원,일반식료품,27616
201906,강원,일반식료품,26902
201907,강원,일반식료품,27692
201908,강원,일반식료품,37026
201909,강원,일반식료품,34475
201910,강원,일반식료품,33415
201911,강원,일반식료품,27747
201912,강원,일반식료품,29125
202001,강원,일반식료품,38246
202002,강원,일반식료품,22991
202003,강원,일반식료품,25304
202004,강원,일반식료품,25840
201901,강원,건강보조식품,1452
201902,강원,건강보조식품,1360
201903,강원,건강보조식품,1232
201904,강원,건강보조식품,1135
201905,강원,건강보조식품,1518
201906,강원,건강보조식품,1362
201907,강원,건강보조식품,1217
201908,강원,건강보조식품,1385
201909,강원,건강보조식품,2188
201910,강원,건강보조식품,1716
201911,강원,건강보조식품,1354
201912,강원,건강보조식품,1204
202001,강원,건강보조식품,1944
202002,강원,건강보조식품,1117
202003,강원,건강보조식품,1077
202004,강원,건강보조식품,1162
201901,강원,의류/잡화,27081
201902,강원,의류/잡화,23681
201903,강원,의류/잡화,29289
201904,강원,의류/잡화,27644
201905,강원,의류/잡화,31925
201906,강원,의류/잡화,27213
201907,강원,의류/잡화,25560
201908,강원,의류/잡화,23503
201909,강원,의류/잡화,25833
201910,강원,의류/잡화,30239
201911,강원,의류/잡화,29309
201912,강원,의류/잡화,28806
202001,강원,의류/잡화,23416
202002,강원,의류/잡화,19950
202003,강원,의류/잡화,19639
202004,강원,의류/잡화,21420
201901,강원,의복/직물,15639
201902,강원,의복/직물,13566
201903,강원,의복/직물,16870
201904,강원,의복/직물,16180
201905,강원,의복/직물,19128
201906,강원,의복/직물,15309
201907,강원,의복/직물,14031
201908,강원,의복/직물,11764
201909,강원,의복/직물,15342
201910,강원,의복/직물,18748
201911,강원,의복/직물,18567
201912,강원,의복/직물,17274
202001,강원,의복/직물,12581
202002,강원,의복/직물,9984
202003,강원,의복/직물,10252
202004,강원,의복/직물,11878
201901,강원,복식잡화,2042
201902,강원,복식잡화,1715
201903,강원,복식잡화,2201
201904,강원,복식잡화,2051
201905,강원,복식잡화,2409
201906,강원,복식잡화,2252
201907,강원,복식잡화,2117
201908,강원,복식잡화,2132
201909,강원,복식잡화,1991
201910,강원,복식잡화,2302
201911,강원,복식잡화,2223
201912,강원,복식잡화,2319
202001,강원,복식잡화,1962
202002,강원,복식잡화,1670
202003,강원,복식잡화,1774
202004,강원,복식잡화,1788
201901,강원,시계/귀금속/안경,4722
201902,강원,시계/귀금속/안경,4446
201903,강원,시계/귀금속/안경,5271
201904,강원,시계/귀금속/안경,4872
201905,강원,시계/귀금속/안경,5428
201906,강원,시계/귀금속/안경,5112
201907,강원,시계/귀금속/안경,5088
201908,강원,시계/귀금속/안경,5093
201909,강원,시계/귀금속/안경,4434
201910,강원,시계/귀금속/안경,4500
201911,강원,시계/귀금속/안경,4094
201912,강원,시계/귀금속/안경,4699
202001,강원,시계/귀금속/안경,4620
202002,강원,시계/귀금속/안경,4304
202003,강원,시계/귀금속/안경,3934
202004,강원,시계/귀금속/안경,3923
201901,강원,화장품,4678
201902,강원,화장품,3954
201903,강원,화장품,4947
201904,강원,화장품,4542
201905,강원,화장품,4961
201906,강원,화장품,4540
201907,강원,화장품,4325
201908,강원,화장품,4513
201909,강원,화장품,4067
201910,강원,화장품,4689
201911,강원,화장품,4425
201912,강원,화장품,4514
202001,강원,화장품,4253
202002,강원,화장품,3992
202003,강원,화장품,3678
202004,강원,화장품,3831
201901,강원,연료,96896
201902,강원,연료,82186
201903,강원,연료,91623
201904,강원,연료,90717
201905,강원,연료,101871
201906,강원,연료,97390
201907,강원,연료,98341
201908,강원,연료,115759
201909,강원,연료,95545
201910,강원,연료,103651
201911,강원,연료,103085
201912,강원,연료,108057
202001,강원,연료,104789
202002,강원,연료,86840
202003,강원,연료,85262
202004,강원,연료,78325
201901,강원,가구/가전,16667
201902,강원,가구/가전,15876
201903,강원,가구/가전,20421
201904,강원,가구/가전,18290
201905,강원,가구/가전,21390
201906,강원,가구/가전,17102
201907,강원,가구/가전,19950
201908,강원,가구/가전,19032
201909,강원,가구/가전,15288
201910,강원,가구/가전,18324
201911,강원,가구/가전,18960
201912,강원,가구/가전,16322
202001,강원,가구/가전,17296
202002,강원,가구/가전,16674
202003,강원,가구/가전,17824
202004,강원,가구/가전,19328
201901,강원,가구,3606
201902,강원,가구,3457
201903,강원,가구,4008
201904,강원,가구,3635
201905,강원,가구,3639
201906,강원,가구,3506
201907,강원,가구,3901
201908,강원,가구,3988
201909,강원,가구,3794
201910,강원,가구,4371
201911,강원,가구,4044
201912,강원,가구,3739
202001,강원,가구,3855
202002,강원,가구,4025
202003,강원,가구,3653
202004,강원,가구,3671
201901,강원,가전제품/정보통신기기,13061
201902,강원,가전제품/정보통신기기,12419
201903,강원,가전제품/정보통신기기,16413
201904,강원,가전제품/정보통신기기,14655
201905,강원,가전제품/정보통신기기,17751
201906,강원,가전제품/정보통신기기,13596
201907,강원,가전제품/정보통신기기,16050
201908,강원,가전제품/정보통신기기,15044
201909,강원,가전제품/정보통신기기,11495
201910,강원,가전제품/정보통신기기,13953
201911,강원,가전제품/정보통신기기,14916
201912,강원,가전제품/정보통신기기,12583
202001,강원,가전제품/정보통신기기,13441
202002,강원,가전제품/정보통신기기,12649
202003,강원,가전제품/정보통신기기,14171
202004,강원,가전제품/정보통신기기,15657
201901,강원,의료/보건,68018
201902,강원,의료/보건,56881
201903,강원,의료/보건,65483
201904,강원,의료/보건,64643
201905,강원,의료/보건,67028
201906,강원,의료/보건,64611
201907,강원,의료/보건,67021
201908,강원,의료/보건,68421
201909,강원,의료/보건,59903
201910,강원,의료/보건,69424
201911,강원,의료/보건,68541
201912,강원,의료/보건,67973
202001,강원,의료/보건,69329
202002,강원,의료/보건,67757
202003,강원,의료/보건,63542
202004,강원,의료/보건,66371
201901,강원,종합병원,15483
201902,강원,종합병원,12711
201903,강원,종합병원,14368
201904,강원,종합병원,14295
201905,강원,종합병원,14883
201906,강원,종합병원,14357
201907,강원,종합병원,15531
201908,강원,종합병원,15800
201909,강원,종합병원,13373
201910,강원,종합병원,15036
201911,강원,종합병원,15179
201912,강원,종합병원,15377
202001,강원,종합병원,15634
202002,강원,종합병원,13693
202003,강원,종합병원,11853
202004,강원,종합병원,12523
201901,강원,일반병의원/기타의료기관,52535
201902,강원,일반병의원/기타의료기관,44170
201903,강원,일반병의원/기타의료기관,51114
201904,강원,일반병의원/기타의료기관,50347
201905,강원,일반병의원/기타의료기관,52145
201906,강원,일반병의원/기타의료기관,50254
201907,강원,일반병의원/기타의료기관,51490
201908,강원,일반병의원/기타의료기관,52621
201909,강원,일반병의원/기타의료기관,46530
201910,강원,일반병의원/기타의료기관,54388
201911,강원,일반병의원/기타의료기관,53362
201912,강원,일반병의원/기타의료기관,52596
202001,강원,일반병의원/기타의료기관,53695
202002,강원,일반병의원/기타의료기관,54064
202003,강원,일반병의원/기타의료기관,51690
202004,강원,일반병의원/기타의료기관,53847
201901,강원,자동차,19198
201902,강원,자동차,15727
201903,강원,자동차,23114
201904,강원,자동차,21774
201905,강원,자동차,23775
201906,강원,자동차,22091
201907,강원,자동차,21898
201908,강원,자동차,23856
201909,강원,자동차,20030
201910,강원,자동차,23807
201911,강원,자동차,28048
201912,강원,자동차,25796
202001,강원,자동차,18449
202002,강원,자동차,18133
202003,강원,자동차,21730
202004,강원,자동차,22597
201901,강원,국산자동차신품,46
201902,강원,국산자동차신품,28
201903,강원,국산자동차신품,41
201904,강원,국산자동차신품,42
201905,강원,국산자동차신품,75
201906,강원,국산자동차신품,35
201907,강원,국산자동차신품,66
201908,강원,국산자동차신품,80
201909,강원,국산자동차신품,57
201910,강원,국산자동차신품,62
201911,강원,국산자동차신품,159
201912,강원,국산자동차신품,90
202001,강원,국산자동차신품,49
202002,강원,국산자동차신품,87
202003,강원,국산자동차신품,64
202004,강원,국산자동차신품,61
201901,강원,기타운송수단,847
201902,강원,기타운송수단,949
201903,강원,기타운송수단,1443
201904,강원,기타운송수단,1435
201905,강원,기타운송수단,1579
201906,강원,기타운송수단,1561
201907,강원,기타운송수단,1405
201908,강원,기타운송수단,1645
201909,강원,기타운송수단,1263
201910,강원,기타운송수단,1349
201911,강원,기타운송수단,1265
201912,강원,기타운송수단,1373
202001,강원,기타운송수단,837
202002,강원,기타운송수단,1238
202003,강원,기타운송수단,1796
202004,강원,기타운송수단,2034
201901,강원,자동차 부품 및 정비,18305
201902,강원,자동차 부품 및 정비,14750
201903,강원,자동차 부품 및 정비,21630
201904,강원,자동차 부품 및 정비,20297
201905,강원,자동차 부품 및 정비,22122
201906,강원,자동차 부품 및 정비,20494
201907,강원,자동차 부품 및 정비,20427
201908,강원,자동차 부품 및 정비,22131
201909,강원,자동차 부품 및 정비,18710
201910,강원,자동차 부품 및 정비,22397
201911,강원,자동차 부품 및 정비,26625
201912,강원,자동차 부품 및 정비,24334
202001,강원,자동차 부품 및 정비,17563
202002,강원,자동차 부품 및 정비,16808
202003,강원,자동차 부품 및 정비,19871
202004,강원,자동차 부품 및 정비,20503
201901,강원,여행/교통,1824
201902,강원,여행/교통,1587
201903,강원,여행/교통,1842
201904,강원,여행/교통,1674
201905,강원,여행/교통,1808
201906,강원,여행/교통,1825
201907,강원,여행/교통,1897
201908,강원,여행/교통,2540
201909,강원,여행/교통,1611
201910,강원,여행/교통,2559
201911,강원,여행/교통,2051
201912,강원,여행/교통,2338
202001,강원,여행/교통,2427
202002,강원,여행/교통,1261
202003,강원,여행/교통,1199
202004,강원,여행/교통,1531
201901,강원,여행사/자동차임대,828
201902,강원,여행사/자동차임대,764
201903,강원,여행사/자동차임대,944
201904,강원,여행사/자동차임대,775
201905,강원,여행사/자동차임대,771
201906,강원,여행사/자동차임대,778
201907,강원,여행사/자동차임대,744
201908,강원,여행사/자동차임대,1052
201909,강원,여행사/자동차임대,752
201910,강원,여행사/자동차임대,1012
201911,강원,여행사/자동차임대,687
201912,강원,여행사/자동차임대,712
202001,강원,여행사/자동차임대,688
202002,강원,여행사/자동차임대,614
202003,강원,여행사/자동차임대,432
202004,강원,여행사/자동차임대,458
201901,강원,항공사,20
201902,강원,항공사,0
201903,강원,항공사,0
201904,강원,항공사,0
201905,강원,항공사,1
201906,강원,항공사,0
201907,강원,항공사,1
201908,강원,항공사,0
201909,강원,항공사,0
201910,강원,항공사,0
201911,강원,항공사,327
201912,강원,항공사,691
202001,강원,항공사,775
202002,강원,항공사,-138
202003,강원,항공사,15
202004,강원,항공사,300
201901,강원,대중교통,977
201902,강원,대중교통,823
201903,강원,대중교통,898
201904,강원,대중교통,899
201905,강원,대중교통,1037
201906,강원,대중교통,1048
201907,강원,대중교통,1153
201908,강원,대중교통,1488
201909,강원,대중교통,859
201910,강원,대중교통,1546
201911,강원,대중교통,1037
201912,강원,대중교통,935
202001,강원,대중교통,963
202002,강원,대중교통,785
202003,강원,대중교통,752
202004,강원,대중교통,773
201901,강원,오락/문화,43464
201902,강원,오락/문화,36850
201903,강원,오락/문화,44767
201904,강원,오락/문화,47267
201905,강원,오락/문화,59472
201906,강원,오락/문화,56924
201907,강원,오락/문화,57880
201908,강원,오락/문화,67272
201909,강원,오락/문화,49706
201910,강원,오락/문화,59500
201911,강원,오락/문화,50389
201912,강원,오락/문화,43671
202001,강원,오락/문화,41706
202002,강원,오락/문화,30767
202003,강원,오락/문화,35931
202004,강원,오락/문화,45247
201901,강원,스포츠/오락/여가,40002
201902,강원,스포츠/오락/여가,33927
201903,강원,스포츠/오락/여가,39732
201904,강원,스포츠/오락/여가,44005
201905,강원,스포츠/오락/여가,55989
201906,강원,스포츠/오락/여가,53931
201907,강원,스포츠/오락/여가,54536
